iteration,isolation,commit_hint_first,thread_a_committed,thread_b_committed,thread_a_error,thread_b_error,invariant_ok,invariant_detail
604,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=7567d70d-4323-4bcd-9f18-8399bef363aa, reason=kind_outranked -- payload={""value"": ""INFERRED_iter604"", ""writer"": ""kndb_native"", ""fact_id"": ""df89f0aa-cb9a-4219-b71b-6064e230f1e9"", ""provsql"": ""d1cd415d-ca3d-4111-bdb7-fb3eca8d7a38"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:32.161608-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000604, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
605,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
606,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000606 attribute='s2_slot' is INFERRED, expected MEASURED"
607,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
608,SERIALIZABLE,A,1,1,,,1,
609,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000609 attribute='s2_slot' is INFERRED, expected MEASURED"
610,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
611,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000611 attribute='s2_slot' is INFERRED, expected MEASURED"
612,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
613,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000613 attribute='s2_slot' is INFERRED, expected MEASURED"
614,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
615,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000615 attribute='s2_slot' is INFERRED, expected MEASURED"
616,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
617,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000617 attribute='s2_slot' is INFERRED, expected MEASURED"
618,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=41baa66b-4bf3-4a1c-a164-8f5865381602, reason=kind_outranked -- payload={""value"": ""INFERRED_iter618"", ""writer"": ""kndb_native"", ""fact_id"": ""227af3be-741f-4e72-9f46-7292797871f2"", ""provsql"": ""89268247-ae79-4940-8a14-47263aca5c3f"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:32.276173-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000618, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
619,SERIALIZABLE,A,1,1,,,1,
620,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000620 attribute='s2_slot' is INFERRED, expected MEASURED"
621,SERIALIZABLE,A,1,1,,,1,
622,SERIALIZABLE,A,1,1,,,1,
623,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000623 attribute='s2_slot' is INFERRED, expected MEASURED"
624,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=1cc47973-1794-4a87-ade3-8a8796dfa482, reason=kind_outranked -- payload={""value"": ""INFERRED_iter624"", ""writer"": ""kndb_native"", ""fact_id"": ""6d2b96b8-ac07-4bc0-9293-91e2f9241eee"", ""provsql"": ""20e32642-ef1e-4f77-a6e3-2d04755d4c67"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:32.327629-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000624, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
625,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
626,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000626 attribute='s2_slot' is INFERRED, expected MEASURED"
627,SERIALIZABLE,A,1,1,,,1,
628,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000628 attribute='s2_slot' is INFERRED, expected MEASURED"
629,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
630,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
631,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=878ca704-8548-443b-bf62-1c0426075773, reason=kind_outranked -- payload={""value"": ""INFERRED_iter631"", ""writer"": ""kndb_native"", ""fact_id"": ""0d99fce4-89bc-4913-8c84-54a23aeb1561"", ""provsql"": ""1542ea02-584e-468e-9c85-86aae005d99d"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:32.384602-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000631, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
632,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000632 attribute='s2_slot' is INFERRED, expected MEASURED"
633,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000633 attribute='s2_slot' is INFERRED, expected MEASURED"
634,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000634 attribute='s2_slot' is INFERRED, expected MEASURED"
635,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000635 attribute='s2_slot' is INFERRED, expected MEASURED"
636,SERIALIZABLE,A,1,1,,,1,
637,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000637 attribute='s2_slot' is INFERRED, expected MEASURED"
638,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=705c4bf2-1639-4203-8dfe-5934f57aada2, reason=kind_outranked -- payload={""value"": ""INFERRED_iter638"", ""writer"": ""kndb_native"", ""fact_id"": ""da66b628-fee0-477e-9898-75fa8695c69c"", ""provsql"": ""f990f7df-2c7f-4d18-9c55-42f1f27523a9"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:32.440312-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000638, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
639,SERIALIZABLE,A,1,1,,,1,
640,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=e38c3489-ba2f-4260-b42e-ba26a67d0d04, reason=kind_outranked -- payload={""value"": ""INFERRED_iter640"", ""writer"": ""kndb_native"", ""fact_id"": ""7306b87f-8725-479b-868f-342bb7684a86"", ""provsql"": ""a59f6bd3-9053-4064-8ab1-35a57def073b"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:32.458449-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000640, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
641,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
642,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
643,SERIALIZABLE,A,1,1,,,1,
644,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
645,SERIALIZABLE,A,1,1,,,1,
646,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=2e3f9d2b-dc02-45c8-a543-5e417d22b4ce, reason=kind_outranked -- payload={""value"": ""INFERRED_iter646"", ""writer"": ""kndb_native"", ""fact_id"": ""27b743d7-e3bb-44ee-94b9-040202386c41"", ""provsql"": ""6e5c9920-2c09-4a92-8418-d840087e557a"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:32.507573-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000646, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
647,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=a3191d4d-3a8f-48c4-8d78-e25766794c7a, reason=kind_outranked -- payload={""value"": ""INFERRED_iter647"", ""writer"": ""kndb_native"", ""fact_id"": ""972ded4a-312d-4d68-b141-b63462414329"", ""provsql"": ""7b85fd5e-86f6-4173-948e-6416f3efd3db"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:32.515541-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000647, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
648,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000648 attribute='s2_slot' is INFERRED, expected MEASURED"
649,SERIALIZABLE,A,1,1,,,1,
650,SERIALIZABLE,A,1,1,,,1,
651,SERIALIZABLE,A,1,1,,,1,
652,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=f36e7ee3-2111-43b8-898a-6a3eaed7f717, reason=kind_outranked -- payload={""value"": ""INFERRED_iter652"", ""writer"": ""kndb_native"", ""fact_id"": ""a0e5da3e-a7b1-4b00-858f-82705accc362"", ""provsql"": ""8c25bd62-657b-48ee-9c7e-10d367d49745"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:32.558124-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000652, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
653,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000653 attribute='s2_slot' is INFERRED, expected MEASURED"
654,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=9baea662-81df-412f-90e1-b1819e42cf88, reason=kind_outranked -- payload={""value"": ""INFERRED_iter654"", ""writer"": ""kndb_native"", ""fact_id"": ""b9a5ab62-d336-4d66-a352-ac7c69f70f5c"", ""provsql"": ""5eaab511-7811-42a5-a01d-4ea4ddb02b06"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:32.57389-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000654, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
